country,city,state,name,address,joined,type_of_office,price,time_period
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 859.00,1 Month
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 816.05 /month,1 Year
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 773.10 /month,18 Months
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 687.20 /month,2 Years
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 599.00,1 Month
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 949.05 /month,1 Year
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 899.10 /month,18 Months
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 799.20 /month,2 Years
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 859.00,1 Month
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 816.05 /month,1 Year
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 773.10 /month,18 Months
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Private Office,USD 687.20 /month,2 Years
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Dedicated Desk,USD 299.00,1 Month
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Hot Desk / Open Plan,USD 30.00,1 Day
united-states,chicago,illinois,novel-coworking-2,"318 West Adams Street, Chicago, United States",September 2019,Membership: Hot Desk / Open Plan,USD 199.00,1 Month
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Private Office,USD 599.00,1 Month
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Private Office,USD 569.05 /month,3 Months
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Private Office,USD 539.10 /month,6 Months
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Private Office,USD 509.15 /month,1 Year
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Private Office,USD 479.20 /month,2 Years
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Dedicated Desk,USD 475.00,1 Month
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Dedicated Desk,USD 451.25 /month,3 Months
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Dedicated Desk,USD 427.50 /month,6 Months
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Dedicated Desk,USD 403.75 /month,1 Year
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Hot Desk / Open Plan,USD 40.00,1 Day
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Hot Desk / Open Plan,USD 295.00,1 Month
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Hot Desk / Open Plan,USD 280.25 /month,3 Months
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Hot Desk / Open Plan,USD 265.50 /month,6 Months
united-states,san-diego,california,downtown-works,"550 West B Street, 4th Floor, Core-Columbia, San Diego, United States",June 2019,Membership: Hot Desk / Open Plan,USD 250.75 /month,1 Year
united-states,truckee,california,lift-workspace,"12242 Business Park Drive, Suite 19, Truckee, United States",January 2019,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,truckee,california,lift-workspace,"12242 Business Park Drive, Suite 19, Truckee, United States",January 2019,Membership: Hot Desk / Open Plan,USD 30.00,1 Day
united-states,truckee,california,lift-workspace,"12242 Business Park Drive, Suite 19, Truckee, United States",January 2019,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,austin,texas,impact-hub-austin-n-lamar,"5540 North Lamar Boulevard, Austin, United States",April 2017,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,austin,texas,impact-hub-austin-n-lamar,"5540 North Lamar Boulevard, Austin, United States",April 2017,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,austin,texas,impact-hub-austin-n-lamar,"5540 North Lamar Boulevard, Austin, United States",April 2017,Membership: Hot Desk / Open Plan,USD 300.00,1 Month
united-states,san-antonio,texas,cubes-at-the-quonset,"1218 East Euclid Avenue, San Antonio, United States",May 2017,Membership: Private Office,USD 250.00,1 Month
united-states,san-antonio,texas,cubes-at-the-quonset,"1218 East Euclid Avenue, San Antonio, United States",May 2017,Membership: Private Office,USD 1000.00,1 Month
united-states,san-antonio,texas,cubes-at-the-quonset,"1218 East Euclid Avenue, San Antonio, United States",May 2017,Membership: Private Office,USD 400.00,1 Month
united-states,san-antonio,texas,cubes-at-the-quonset,"1218 East Euclid Avenue, San Antonio, United States",May 2017,Membership: Private Office,USD 300.00,1 Month
united-states,san-antonio,texas,cubes-at-the-quonset,"1218 East Euclid Avenue, San Antonio, United States",May 2017,Membership: Dedicated Desk,USD 275.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 549.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 899.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 1499.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 2149.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 5999.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 2435.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 2435.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 4686.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Private Office,USD 7065.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Dedicated Desk,USD 249.00,1 Month
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,indianapolis,indiana,novel-coworking-circle-tower,"55 Monument Circle, Indianapolis, United States",August 2019,Membership: Hot Desk / Open Plan,USD 129.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 1300.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 900.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 525.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 1200.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 1300.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 900.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 525.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Private Office,USD 1200.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Hot Desk / Open Plan,USD 35.00,1 Day
united-states,phoenix,arizona,the-department,"1 North 1st Street, Suite 600, Phoenix, United States",June 2019,Membership: Hot Desk / Open Plan,USD 100.00,1 Month
united-states,hudson,massachusetts,cowork-hudson,"7 Felton Street, Hudson, United States",June 2017,Membership: Private Office,USD 675.00,1 Month
united-states,hudson,massachusetts,cowork-hudson,"7 Felton Street, Hudson, United States",June 2017,Membership: Dedicated Desk,USD 350.00,1 Month
united-states,hudson,massachusetts,cowork-hudson,"7 Felton Street, Hudson, United States",June 2017,Membership: Hot Desk / Open Plan,USD 25.00,1 Day
united-states,hudson,massachusetts,cowork-hudson,"7 Felton Street, Hudson, United States",June 2017,Membership: Hot Desk / Open Plan,USD 125.00,1 Week
united-states,hudson,massachusetts,cowork-hudson,"7 Felton Street, Hudson, United States",June 2017,Membership: Hot Desk / Open Plan,USD 250.00,1 Month
united-states,nyc,new-york,bond-collective-gowanus,"68 3rd Street, NYC, United States",January 2017,Membership: Hot Desk / Open Plan,USD 350.00,1 Month
united-states,boston,massachusetts,the-village-works,"202 Washington Street, Brookline, Boston, United States",July 2017,Membership: Hot Desk / Open Plan,USD 40.00,1 Day
united-states,boston,massachusetts,the-village-works,"202 Washington Street, Brookline, Boston, United States",July 2017,Membership: Hot Desk / Open Plan,USD 140.00,1 Week
united-states,boston,massachusetts,the-village-works,"202 Washington Street, Brookline, Boston, United States",July 2017,Membership: Hot Desk / Open Plan,USD 350.00,1 Month
united-states,macon,georgia,the-office-at-college-hill,"Suite 200, 1305 Hardeman Avenue, Macon, United States",July 2017,Membership: Private Office,USD 600.00,1 Month
united-states,macon,georgia,the-office-at-college-hill,"Suite 200, 1305 Hardeman Avenue, Macon, United States",July 2017,Membership: Private Office,USD 850.00,1 Month
united-states,macon,georgia,the-office-at-college-hill,"Suite 200, 1305 Hardeman Avenue, Macon, United States",July 2017,Membership: Dedicated Desk,USD 500.00,1 Month
united-states,macon,georgia,the-office-at-college-hill,"Suite 200, 1305 Hardeman Avenue, Macon, United States",July 2017,Membership: Hot Desk / Open Plan,USD 150.00,1 Month
united-states,denver,colorado,intelligent-office-connected,"1515 Wynkoop Street, Denver, United States",June 2017,Membership: Private Office,USD 1100.00,1 Month
united-states,denver,colorado,intelligent-office-connected,"1515 Wynkoop Street, Denver, United States",June 2017,Membership: Dedicated Desk,USD 199.00,1 Month
united-states,denver,colorado,intelligent-office-connected,"1515 Wynkoop Street, Denver, United States",June 2017,Membership: Hot Desk / Open Plan,USD 19.00,1 Day
united-states,san-marcos,texas,splash-coworking,"326 North LBJ Drive, San Marcos, United States",August 2017,Membership: Private Office,USD 700.00,1 Month
united-states,san-marcos,texas,splash-coworking,"326 North LBJ Drive, San Marcos, United States",August 2017,Membership: Private Office,USD 800.00,1 Month
united-states,san-marcos,texas,splash-coworking,"326 North LBJ Drive, San Marcos, United States",August 2017,Membership: Dedicated Desk,USD 199.00,1 Month
united-states,san-marcos,texas,splash-coworking,"326 North LBJ Drive, San Marcos, United States",August 2017,Membership: Hot Desk / Open Plan,USD 20.00,1 Day
united-states,san-marcos,texas,splash-coworking,"326 North LBJ Drive, San Marcos, United States",August 2017,Membership: Hot Desk / Open Plan,USD 49.99,1 Month
united-states,mckinney,texas,premier-robinson-park,"5900 South Lake Forest Drive, Suite 300, McKinney, United States",September 2019,Membership: Private Office,USD 599.00,1 Month
united-states,san-jose,california,premier-silicon-valley-center,"2570 North 1st Street, 2nd Floor, San Jose, United States",September 2019,Membership: Private Office,USD 845.00,1 Month
united-states,detroit,michigan,synchronous,"100 Riverfront Drive, 3rd Floor, Detroit, United States",August 2017,Membership: Private Office,USD 1500.00,1 Month
united-states,detroit,michigan,synchronous,"100 Riverfront Drive, 3rd Floor, Detroit, United States",August 2017,Membership: Private Office,USD 1200.00,1 Month
